run,candidate,status,label,eval_label,horizon_years,feature_set,param_set,set_params,seed,grid_params,sampled_params,config_hash,n_test,effective_n,base_rate,pr_auc,roc_auc,brier,base_rate_brier,precision_at_20,conf_at_20,recall_at_20,precision_at_50,conf_at_50,recall_at_50,recall_at_prec_0.75,n_at_prec_0.75,recall_at_prec_0.9,n_at_prec_0.9
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r9,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r9,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.843548, ""learning_rate"": 0.0179701, ""max_depth"": 3, ""min_child_weight"": 24, ""n_estimators"": 442, ""reg_lambda"": 13.0214, ""subsample"": 0.610777}",de1ee48d338d8138,256351,8215.438550146824,0.2232864499277101,0.2650122205729857,0.57147971815131,0.17390639132051253,0.1734296112063903,0.20625,0.5405800756067037,0.001122296286219562,0.23375,0.5178010534495116,0.0031798394776220923,0.00027207182696231805,19,0.00011903142429601414,7
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r30,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r30,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.480477, ""learning_rate"": 0.0463604, ""max_depth"": 5, ""min_child_weight"": 265, ""n_estimators"": 153, ""reg_lambda"": 0.0109617, ""subsample"": 0.627026}",a393423f29529853,256351,8215.438550146824,0.2232864499277101,0.2676429711069374,0.5725223148717784,0.18917607903983605,0.1734296112063903,0.20625,0.6985243650153279,0.001122296286219562,0.235,0.6753640807420015,0.003196843966807237,0.00011903142429601414,7,0.00011903142429601414,7
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r13,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r13,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.845084, ""learning_rate"": 0.0512973, ""max_depth"": 7, ""min_child_weight"": 145, ""n_estimators"": 559, ""reg_lambda"": 5.19783, ""subsample"": 0.971001}",4a9bd3088150ea65,256351,8215.438550146824,0.2232864499277101,0.2654105362055172,0.5763359200891431,0.19142866361005947,0.1734296112063903,0.21875,0.7801590399816632,0.0011903142429601414,0.2225,0.7413454532623291,0.0030267990749557883,0.00010202693511086927,6,0.00010202693511086927,6
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r13,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r13,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.845084, ""learning_rate"": 0.0512973, ""max_depth"": 7, ""min_child_weight"": 145, ""n_estimators"": 559, ""reg_lambda"": 5.19783, ""subsample"": 0.971001}",d280ba500ed236b9,256351,8215.438550146824,0.2232864499277101,0.2654105362055172,0.5763359200891431,0.19142866361005947,0.1734296112063903,0.21875,0.7801590399816632,0.0011903142429601414,0.2225,0.7413454532623291,0.0030267990749557883,0.00010202693511086927,6,0.00010202693511086927,6
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r6,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r6,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.681345, ""learning_rate"": 0.150976, ""max_depth"": 4, ""min_child_weight"": 162, ""n_estimators"": 232, ""reg_lambda"": 0.0114468, ""subsample"": 0.663929}",df57b31eed80438b,256351,8215.438550146824,0.2232864499277101,0.278736833066901,0.5874252740109912,0.17339685117890719,0.1734296112063903,0.246875,0.5113628747873008,0.0013433546456264455,0.2325,0.47874738696962593,0.0031628349884369475,0.00020405387022173855,14,0.00010202693511086927,6
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r3,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r3,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.732238, ""learning_rate"": 0.0425804, ""max_depth"": 4, ""min_child_weight"": 58, ""n_estimators"": 435, ""reg_lambda"": 0.0657917, ""subsample"": 0.920881}",8ed2da98db510730,256351,8215.438550146824,0.2232864499277101,0.2790814456077662,0.5875769915547149,0.18276794325298043,0.1734296112063903,0.234375,0.6561792047694326,0.0012753366888858658,0.23875,0.6244111963361502,0.003247857434362672,0.00020405387022173855,15,0.00010202693511086927,6
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r20,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r20,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.678966, ""learning_rate"": 0.0115923, ""max_depth"": 3, ""min_child_weight"": 221, ""n_estimators"": 596, ""reg_lambda"": 6.27754, ""subsample"": 0.904166}",c978bb484f2fd0e7,256351,8215.438550146824,0.2232864499277101,0.2678300875718293,0.5705881051022248,0.17341371440905706,0.1734296112063903,0.21875,0.4881310169585049,0.0011903142429601414,0.23125,0.4589597652852535,0.0031458304992518023,0.00032308529451775266,24,0.00010202693511086927,6
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r11,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r11,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.530327, ""learning_rate"": 0.0257076, ""max_depth"": 7, ""min_child_weight"": 43, ""n_estimators"": 1137, ""reg_lambda"": 18.7065, ""subsample"": 0.736274}",7b804ae77e2bf9a1,256351,8215.438550146824,0.2232864499277101,0.28164456474002786,0.5917147230744383,0.18276149013206933,0.1734296112063903,0.2375,0.6708341736346484,0.0012923411780710106,0.23875,0.6417185820266604,0.003247857434362672,0.0001530404026663039,10,0.00010202693511086927,6
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r29,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r29,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.657024, ""learning_rate"": 0.128385, ""max_depth"": 5, ""min_child_weight"": 30, ""n_estimators"": 463, ""reg_lambda"": 0.274574, ""subsample"": 0.811304}",88ef521d027d2893,256351,8215.438550146824,0.2232864499277101,0.28084465233072353,0.5868634043449776,0.18449495090900186,0.1734296112063903,0.2875,0.7061821959912777,0.0015644130050333287,0.26,0.6747876980155706,0.003536933750510135,0.0003570942728880424,26,0.00010202693511086927,6
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r23,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r23,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.649066, ""learning_rate"": 0.0524544, ""max_depth"": 6, ""min_child_weight"": 150, ""n_estimators"": 363, ""reg_lambda"": 0.0786628, ""subsample"": 0.991753}",ed280c1407f28aed,256351,8215.438550146824,0.2232864499277101,0.26588401003983925,0.5763085274422648,0.19072600806207943,0.1734296112063903,0.21875,0.7660769009962678,0.0011903142429601414,0.23125,0.7290633933246136,0.0031458304992518023,0.00010202693511086927,7,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r35,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r35,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.427008, ""learning_rate"": 0.0387351, ""max_depth"": 3, ""min_child_weight"": 275, ""n_estimators"": 972, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",ace23deb9c95db91,256351,8215.438550146824,0.2232864499277101,0.26594712261488074,0.5692116087531545,0.18279593012592674,0.1734296112063903,0.253125,0.42094402788206936,0.001377363623996735,0.23625,0.38830722980201243,0.003213848455992382,0.00010202693511086927,7,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r21,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r21,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.873844, ""learning_rate"": 0.0210949, ""max_depth"": 4, ""min_child_weight"": 30, ""n_estimators"": 264, ""reg_lambda"": 0.538333, ""subsample"": 0.714329}",2c082d87c43870fa,256351,8215.438550146824,0.2232864499277101,0.27148377973175447,0.5789947540518088,0.17288859294365783,0.1734296112063903,0.209375,0.5024668466299772,0.0011393007754047068,0.22125,0.4641232828050852,0.0030097945857706435,0.00027207182696231805,20,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r15,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r15,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.615647, ""learning_rate"": 0.0162983, ""max_depth"": 3, ""min_child_weight"": 399, ""n_estimators"": 143, ""reg_lambda"": 0.0707149, ""subsample"": 0.742888}",0603e402ece5ac65,256351,8215.438550146824,0.2232864499277101,0.2704572763908447,0.56538666098606,0.17217211952339884,0.1734296112063903,0.25625,0.38567175092175604,0.00139436811318188,0.26875,0.3739530435204506,0.003655965174806149,8.502244592572439e-05,5,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r17,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r17,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.423183, ""learning_rate"": 0.014123, ""max_depth"": 4, ""min_child_weight"": 106, ""n_estimators"": 487, ""reg_lambda"": 0.134701, ""subsample"": 0.857381}",7013819212f65c13,256351,8215.438550146824,0.2232864499277101,0.27065994296635726,0.5769037587038464,0.17299494620855296,0.1734296112063903,0.190625,0.5047289687208831,0.0010372738402938376,0.2325,0.46918635953217747,0.0031628349884369475,0.0002550673377771732,18,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r38,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r38,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.756387, ""learning_rate"": 0.0751828, ""max_depth"": 7, ""min_child_weight"": 61, ""n_estimators"": 158, ""reg_lambda"": 0.103354, ""subsample"": 0.888263}",90cf2e6926bad6a6,256351,8215.438550146824,0.2232864499277101,0.27829450708682985,0.5891814497399073,0.18357501115984848,0.1734296112063903,0.240625,0.36082723531872035,0.0013093456672561557,0.2325,0.32528815964236857,0.0031628349884369475,0.00023806284859202828,17,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r34,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r34,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.442845, ""learning_rate"": 0.0117379, ""max_depth"": 5, ""min_child_weight"": 39, ""n_estimators"": 261, ""reg_lambda"": 3.72026, ""subsample"": 0.843966}",6dc0f5e7e1d0e202,256351,8215.438550146824,0.2232864499277101,0.2689870893770433,0.5745567063294124,0.18306491800180205,0.1734296112063903,0.184375,0.3289455873891711,0.0010032648619235477,0.21125,0.29836319021880625,0.0028737586722894846,0.00010202693511086927,7,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r30,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r30,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.480477, ""learning_rate"": 0.0463604, ""max_depth"": 5, ""min_child_weight"": 265, ""n_estimators"": 153, ""reg_lambda"": 0.0109617, ""subsample"": 0.627026}",792f99bd3f108009,256351,8215.438550146824,0.2232864499277101,0.27093324259384477,0.5762544871593824,0.18437484487475408,0.1734296112063903,0.24375,0.6525757251307368,0.0013263501564413005,0.22,0.6230837897956372,0.0029927900965854987,0.0003060808053326078,22,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r29,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r29,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.657024, ""learning_rate"": 0.128385, ""max_depth"": 5, ""min_child_weight"": 30, ""n_estimators"": 463, ""reg_lambda"": 0.274574, ""subsample"": 0.811304}",972423d311db3fad,256351,8215.438550146824,0.2232864499277101,0.26512421170788975,0.5752531558191394,0.19436303594418042,0.1734296112063903,0.2125,0.7963030630722642,0.0011563052645898518,0.22375,0.7594870337098837,0.003043803564140933,8.502244592572439e-05,5,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r35,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r35,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.427008, ""learning_rate"": 0.0387351, ""max_depth"": 3, ""min_child_weight"": 275, ""n_estimators"": 972, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",bdc3ae1f3bd8aa5c,256351,8215.438550146824,0.2232864499277101,0.26594712261488074,0.5692116087531545,0.18279593012592674,0.1734296112063903,0.253125,0.42094402788206936,0.001377363623996735,0.23625,0.38830722980201243,0.003213848455992382,0.00010202693511086927,7,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r2,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r2,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.872824, ""learning_rate"": 0.0745005, ""max_depth"": 3, ""min_child_weight"": 93, ""n_estimators"": 761, ""reg_lambda"": 0.811337, ""subsample"": 0.992365}",47763add908f36ce,256351,8215.438550146824,0.2232864499277101,0.27751915690367046,0.5862841850877529,0.1842216660754146,0.1734296112063903,0.265625,0.3492512937169522,0.0014453815807373147,0.25,0.3203460104577243,0.0034008978370289756,0.00013603591348115902,10,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r32,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r32,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.828491, ""learning_rate"": 0.0506437, ""max_depth"": 4, ""min_child_weight"": 47, ""n_estimators"": 189, ""reg_lambda"": 10.3415, ""subsample"": 0.906497}",49bb678b05b3067a,256351,8215.438550146824,0.2232864499277101,0.2658406648841732,0.5750926589289591,0.18956616380581984,0.1734296112063903,0.209375,0.7246658051386475,0.0011393007754047068,0.22875,0.6974053109437227,0.0031118215208815127,0.00020405387022173855,15,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r23,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r23,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.649066, ""learning_rate"": 0.0524544, ""max_depth"": 6, ""min_child_weight"": 150, ""n_estimators"": 363, ""reg_lambda"": 0.0786628, ""subsample"": 0.991753}",b3df8d1abc728c53,256351,8215.438550146824,0.2232864499277101,0.26588401003983925,0.5763085274422648,0.19072600806207943,0.1734296112063903,0.21875,0.7660769009962678,0.0011903142429601414,0.23125,0.7290633933246136,0.0031458304992518023,0.00010202693511086927,7,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r25,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r25,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.94108, ""learning_rate"": 0.0961521, ""max_depth"": 6, ""min_child_weight"": 49, ""n_estimators"": 497, ""reg_lambda"": 0.152233, ""subsample"": 0.899938}",a79258895083f111,256351,8215.438550146824,0.2232864499277101,0.28119978875044127,0.58785024582081,0.183761904194522,0.1734296112063903,0.3125,0.693250386044383,0.0017004489185144878,0.26625,0.6659433264285326,0.003621956196435859,0.00022105835940688343,16,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r29,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r29,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.657024, ""learning_rate"": 0.128385, ""max_depth"": 5, ""min_child_weight"": 30, ""n_estimators"": 463, ""reg_lambda"": 0.274574, ""subsample"": 0.811304}",c3c3bc134d5d274b,256351,8215.438550146824,0.2232864499277101,0.26512421170788975,0.5752531558191394,0.19436303594418042,0.1734296112063903,0.2125,0.7963030630722642,0.0011563052645898518,0.22375,0.7594870337098837,0.003043803564140933,8.502244592572439e-05,5,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r32,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r32,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.828491, ""learning_rate"": 0.0506437, ""max_depth"": 4, ""min_child_weight"": 47, ""n_estimators"": 189, ""reg_lambda"": 10.3415, ""subsample"": 0.906497}",e63bcb2eb3d909e3,256351,8215.438550146824,0.2232864499277101,0.2658406648841732,0.5750926589289591,0.18956616380581984,0.1734296112063903,0.209375,0.7246658051386475,0.0011393007754047068,0.22875,0.6974053109437227,0.0031118215208815127,0.00020405387022173855,15,8.502244592572439e-05,5
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r31,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r31,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.984671, ""learning_rate"": 0.011417, ""max_depth"": 5, ""min_child_weight"": 389, ""n_estimators"": 379, ""reg_lambda"": 0.0261663, ""subsample"": 0.767416}",d1b3cbe44ba8afc4,256351,8215.438550146824,0.2232864499277101,0.2719370939109099,0.5647712983340447,0.1829671484538498,0.1734296112063903,0.2375,0.24316171347163618,0.0012923411780710106,0.24875,0.2337449744902551,0.003383893347843831,6.801795674057951e-05,4,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r35,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r35,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.427008, ""learning_rate"": 0.0387351, ""max_depth"": 3, ""min_child_weight"": 275, ""n_estimators"": 972, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",9d9f26183c60b886,256351,8215.438550146824,0.2232864499277101,0.27675183711412127,0.5820021535720138,0.18377368249448367,0.1734296112063903,0.221875,0.3348491893615574,0.0012073187321452864,0.22125,0.3088397957570851,0.0030097945857706435,6.801795674057951e-05,4,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r28,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs2__r28,completed,fwd_3y_excess_cagr >= 0.08,,3,2,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.928801, ""learning_rate"": 0.0138326, ""max_depth"": 5, ""min_child_weight"": 276, ""n_estimators"": 252, ""reg_lambda"": 0.0207151, ""subsample"": 0.847733}",0792cc275488aacd,256351,8215.438550146824,0.2232864499277101,0.27022242844299715,0.5705043809166586,0.17268954661205002,0.1734296112063903,0.221875,0.45596810141578314,0.0012073187321452864,0.24625,0.4297411782294512,0.003349884369473541,0.00023806284859202828,18,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r22,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r22,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.761502, ""learning_rate"": 0.0205121, ""max_depth"": 6, ""min_child_weight"": 129, ""n_estimators"": 243, ""reg_lambda"": 3.58595, ""subsample"": 0.716167}",a55bc9e3a7483052,256351,8215.438550146824,0.2232864499277101,0.2670691949883886,0.5735400684883867,0.17345798579859012,0.1734296112063903,0.20625,0.5524663588963449,0.001122296286219562,0.23,0.5222543810680509,0.0031288260100666575,0.00010202693511086927,7,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r27,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r27,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.739476, ""learning_rate"": 0.0120614, ""max_depth"": 5, ""min_child_weight"": 105, ""n_estimators"": 757, ""reg_lambda"": 2.83967, ""subsample"": 0.921261}",a03fca7a037a632b,256351,8215.438550146824,0.2232864499277101,0.266225761715674,0.5765180842891721,0.18945018703527333,0.1734296112063903,0.2125,0.7367672719061374,0.0011563052645898518,0.22,0.7055780704319478,0.0029927900965854987,6.801795674057951e-05,4,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r14,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r14,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.775678, ""learning_rate"": 0.0153764, ""max_depth"": 3, ""min_child_weight"": 75, ""n_estimators"": 706, ""reg_lambda"": 12.9114, ""subsample"": 0.903691}",fc25bcef7797c9a4,256351,8215.438550146824,0.2232864499277101,0.2648320082907162,0.5713224631502165,0.1741683304008551,0.1734296112063903,0.215625,0.5556170450523495,0.0011733097537749966,0.23125,0.5301822526007891,0.0031458304992518023,0.00010202693511086927,7,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r12,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r12,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.588592, ""learning_rate"": 0.0935902, ""max_depth"": 5, ""min_child_weight"": 23, ""n_estimators"": 118, ""reg_lambda"": 0.254032, ""subsample"": 0.698038}",3004e53375a01271,256351,8215.438550146824,0.2232864499277101,0.26515780915439163,0.5754991029985452,0.18281402880951092,0.1734296112063903,0.20625,0.4661369567736983,0.001122296286219562,0.21625,0.41897251166403293,0.002941776629030064,8.502244592572439e-05,6,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r14,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r14,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.775678, ""learning_rate"": 0.0153764, ""max_depth"": 3, ""min_child_weight"": 75, ""n_estimators"": 706, ""reg_lambda"": 12.9114, ""subsample"": 0.903691}",a361541e6d452ed4,256351,8215.438550146824,0.2232864499277101,0.2648320082907162,0.5713224631502165,0.1741683304008551,0.1734296112063903,0.215625,0.5556170450523495,0.0011733097537749966,0.23125,0.5301822526007891,0.0031458304992518023,0.00010202693511086927,7,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r27,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r27,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.739476, ""learning_rate"": 0.0120614, ""max_depth"": 5, ""min_child_weight"": 105, ""n_estimators"": 757, ""reg_lambda"": 2.83967, ""subsample"": 0.921261}",c02916e01b731253,256351,8215.438550146824,0.2232864499277101,0.266225761715674,0.5765180842891721,0.18945018703527333,0.1734296112063903,0.2125,0.7367672719061374,0.0011563052645898518,0.22,0.7055780704319478,0.0029927900965854987,6.801795674057951e-05,4,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r12,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r12,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.588592, ""learning_rate"": 0.0935902, ""max_depth"": 5, ""min_child_weight"": 23, ""n_estimators"": 118, ""reg_lambda"": 0.254032, ""subsample"": 0.698038}",c160dc2d2d6ea0d2,256351,8215.438550146824,0.2232864499277101,0.26515780915439163,0.5754991029985452,0.18281402880951092,0.1734296112063903,0.20625,0.4661369567736983,0.001122296286219562,0.21625,0.41897251166403293,0.002941776629030064,8.502244592572439e-05,6,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r10,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs1__r10,completed,fwd_3y_excess_cagr >= 0.08,,3,1,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.514102, ""learning_rate"": 0.0132089, ""max_depth"": 7, ""min_child_weight"": 21, ""n_estimators"": 207, ""reg_lambda"": 3.37486, ""subsample"": 0.797272}",b12595c6842931ce,256351,8215.438550146824,0.2232864499277101,0.26633427465954573,0.5766238411643562,0.17294498914135695,0.1734296112063903,0.184375,0.5502877529710531,0.0010032648619235477,0.23125,0.5138110300526023,0.0031458304992518023,6.801795674057951e-05,4,6.801795674057951e-05,4
xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r22,xgb_relvalue_random_search_3y__label_3y_excess_cagr_ge_0p08__fs0__r22,completed,fwd_3y_excess_cagr >= 0.08,,3,0,0,{},7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.761502, ""learning_rate"": 0.0205121, ""max_depth"": 6, ""min_child_weight"": 129, ""n_estimators"": 243, ""reg_lambda"": 3.58595, ""subsample"": 0.716167}",3dd32123901b15cc,256351,8215.438550146824,0.2232864499277101,0.2670691949883886,0.5735400684883867,0.17345798579859012,0.1734296112063903,0.20625,0.5524663588963449,0.001122296286219562,0.23,0.5222543810680509,0.0031288260100666575,0.00010202693511086927,7,6.801795674057951e-05,4
