run,status,label,eval_label,horizon_years,feature_set,seed,grid_params,sampled_params,config_hash,n_test,effective_n,base_rate,pr_auc,roc_auc,brier,base_rate_brier,precision_at_20,conf_at_20,recall_at_20,precision_at_50,conf_at_50,recall_at_50,recall_at_prec_0.75,n_at_prec_0.75,recall_at_prec_0.9,n_at_prec_0.9
xgb_random_search_3y__label_3y_beat_spy__fs0__r37,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.73253, ""gamma"": 0.13208, ""learning_rate"": 0.0944228, ""max_depth"": 3, ""min_child_weight"": 154.997, ""n_estimators"": 261, ""reg_alpha"": 0.191184, ""reg_lambda"": 0.344377, ""subsample"": 0.686019}",450adcbdd3a0ec1d,256351,8215.438550146824,0.3535010191664152,0.457075901073423,0.6249304490829625,0.24687493621596665,0.22853804861472096,0.509375,0.49998391829431055,0.0017515581345368578,0.48625,0.47893545355647804,0.004180098860949924,0.0013754566946056308,166,0.00026864388566516224,25
xgb_random_search_3y__label_3y_beat_spy__fs1__r7,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.843548, ""gamma"": 0.000951183, ""learning_rate"": 0.0120382, ""max_depth"": 3, ""min_child_weight"": 18.0311, ""n_estimators"": 1131, ""reg_alpha"": 0.000136369, ""reg_lambda"": 6.30312, ""subsample"": 0.676068}",3ffb61bb5fce300d,256351,8215.438550146824,0.3535010191664152,0.45930805658573454,0.6262492437061202,0.22220061790417614,0.22853804861472096,0.490625,0.6448445721529424,0.001687083601977219,0.45875,0.623912967517972,0.003943692241564582,0.0019987105093488074,243,0.00026864388566516224,25
xgb_random_search_3y__label_3y_beat_spy__fs1__r22,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.92542, ""gamma"": 0.00718385, ""learning_rate"": 0.0131324, ""max_depth"": 3, ""min_child_weight"": 20.4414, ""n_estimators"": 343, ""reg_alpha"": 0.0138632, ""reg_lambda"": 9.17505, ""subsample"": 0.655117}",1863398a937bcd88,256351,8215.438550146824,0.3535010191664152,0.46388310036979374,0.6275968615552293,0.2440322781403471,0.22853804861472096,0.525,0.43372877659276127,0.0018052869116698903,0.48875,0.4168318594992161,0.004201590371803138,0.0035568450462067484,438,0.0002578981302385558,24
xgb_random_search_3y__label_3y_beat_spy__fs0__r78,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.634013, ""gamma"": 1.09681, ""learning_rate"": 0.0449608, ""max_depth"": 7, ""min_child_weight"": 43.6633, ""n_estimators"": 1189, ""reg_alpha"": 0.114829, ""reg_lambda"": 0.325911, ""subsample"": 0.705449}",22147b940e7acf3c,256351,8215.438550146824,0.3535010191664152,0.45890849374474074,0.62914772467658,0.2218078987460981,0.22853804861472096,0.45,0.6579867775551975,0.0015473887814313346,0.46125,0.6312200010940433,0.003965183752417795,0.0013432194283258113,160,0.0002578981302385558,24
xgb_random_search_3y__label_3y_beat_spy__fs1__r11,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.486173, ""gamma"": 0.0164306, ""learning_rate"": 0.105434, ""max_depth"": 7, ""min_child_weight"": 106.421, ""n_estimators"": 781, ""reg_alpha"": 0.000150328, ""reg_lambda"": 0.177713, ""subsample"": 0.665223}",791b9437ac56a728,256351,8215.438550146824,0.3535010191664152,0.45029344533283944,0.6213573110123383,0.24482177115775175,0.22853804861472096,0.490625,0.5995725725777448,0.001687083601977219,0.4875,0.5686769412830472,0.004190844616376531,0.00027938964109176876,28,0.0002578981302385558,25
xgb_random_search_3y__label_3y_beat_spy__fs1__r51,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.991796, ""gamma"": 3.09324, ""learning_rate"": 0.179771, ""max_depth"": 8, ""min_child_weight"": 1.29679, ""n_estimators"": 156, ""reg_alpha"": 0.00138526, ""reg_lambda"": 0.180684, ""subsample"": 0.64616}",86f22beb752c7828,256351,8215.438550146824,0.3535010191664152,0.457021072590901,0.6263777828763565,0.2223400135454768,0.22853804861472096,0.478125,0.6497394029051066,0.0016441005802707931,0.4725,0.6216318120062351,0.004061895551257254,0.000505050505050505,60,0.0002578981302385558,25
xgb_random_search_3y__label_3y_beat_spy__fs0__r48,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.702366, ""gamma"": 0.00726573, ""learning_rate"": 0.144189, ""max_depth"": 5, ""min_child_weight"": 7.94111, ""n_estimators"": 362, ""reg_alpha"": 0.00196243, ""reg_lambda"": 0.076316, ""subsample"": 0.981555}",ee613bfb2e9895a1,256351,8215.438550146824,0.3535010191664152,0.44475202929585156,0.6178031862120219,0.2858751048751254,0.22853804861472096,0.45625,0.45821949942037465,0.0015688802922845476,0.45,0.4178070976771414,0.0038684719535783366,0.0008918977004083388,106,0.00024715237481194927,23
xgb_random_search_3y__label_3y_beat_spy__fs0__r5,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.603592, ""gamma"": 0.000121447, ""learning_rate"": 0.0161412, ""max_depth"": 7, ""min_child_weight"": 195.774, ""n_estimators"": 347, ""reg_alpha"": 0.285233, ""reg_lambda"": 0.0154913, ""subsample"": 0.61362}",ff4d514678b49475,256351,8215.438550146824,0.3535010191664152,0.4665042989669756,0.6286257894083014,0.24421810497114074,0.22853804861472096,0.50625,0.4116377436555922,0.0017408123791102514,0.50625,0.40003854922950266,0.004352030947775629,0.005104233827638083,628,0.00024715237481194927,23
xgb_random_search_3y__label_3y_beat_spy__fs0__r29,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.668815, ""gamma"": 0.000386299, ""learning_rate"": 0.149337, ""max_depth"": 9, ""min_child_weight"": 91.9866, ""n_estimators"": 1374, ""reg_alpha"": 0.0933027, ""reg_lambda"": 2.19536, ""subsample"": 0.749312}",0cce65840f22fc29,256351,8215.438550146824,0.3535010191664152,0.43414936538339677,0.6102252204858926,0.245733767060055,0.22853804861472096,0.471875,0.716522548161447,0.00162260906941758,0.4725,0.6806592733040452,0.004061895551257254,0.001139050075220288,138,0.00024715237481194927,24
xgb_random_search_3y__label_3y_beat_spy__fs1__r16,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.882777, ""gamma"": 0.633984, ""learning_rate"": 0.0222695, ""max_depth"": 8, ""min_child_weight"": 56.7443, ""n_estimators"": 196, ""reg_alpha"": 0.00048919, ""reg_lambda"": 0.227737, ""subsample"": 0.799136}",c5f18d75de7e74be,256351,8215.438550146824,0.3535010191664152,0.4605472540057624,0.6286370539642229,0.2456851147376304,0.22853804861472096,0.49375,0.4663038245402277,0.0016978293574038256,0.47875,0.4431481454893947,0.0041156243283902855,0.001096067053513862,132,0.00024715237481194927,23
xgb_random_search_3y__label_3y_beat_spy__fs1__r8,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.410777, ""gamma"": 0.00291659, ""learning_rate"": 0.0883068, ""max_depth"": 3, ""min_child_weight"": 9.59956, ""n_estimators"": 1007, ""reg_alpha"": 0.00121915, ""reg_lambda"": 0.124718, ""subsample"": 0.703256}",b5bf0abdded7d3ac,256351,8215.438550146824,0.3535010191664152,0.4532685226775881,0.6220686496655679,0.2456480011515682,0.22853804861472096,0.475,0.5922527017071844,0.0016333548248441865,0.4775,0.5612117255851626,0.004104878572963679,0.0016548463356973995,200,0.00024715237481194927,24
xgb_random_search_3y__label_3y_beat_spy__fs1__r74,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.644583, ""gamma"": 0.000366076, ""learning_rate"": 0.0232953, ""max_depth"": 6, ""min_child_weight"": 79.9995, ""n_estimators"": 1390, ""reg_alpha"": 0.00734323, ""reg_lambda"": 10.6636, ""subsample"": 0.949479}",31ddf7da5d1bcb7d,256351,8215.438550146824,0.3535010191664152,0.45487604375198276,0.6250388259069634,0.2322841770613757,0.22853804861472096,0.46875,0.8114905092865229,0.0016118633139909735,0.4775,0.793011197000742,0.004104878572963679,0.0025897270578121643,315,0.00023640661938534278,22
xgb_random_search_3y__label_3y_beat_spy__fs1__r63,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.909632, ""gamma"": 0.009537, ""learning_rate"": 0.0255136, ""max_depth"": 4, ""min_child_weight"": 10.0547, ""n_estimators"": 110, ""reg_alpha"": 0.000124023, ""reg_lambda"": 0.0829958, ""subsample"": 0.83835}",124aa42dbbe537e9,256351,8215.438550146824,0.3535010191664152,0.4630756724151715,0.6289394690619814,0.2302640068786791,0.22853804861472096,0.4875,0.7176894983276725,0.0016763378465506126,0.47625,0.7034189893305302,0.004094132817537073,0.0010423382763808295,125,0.00023640661938534278,22
xgb_random_search_3y__label_3y_beat_spy__fs1__r5,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.603592, ""gamma"": 0.000121447, ""learning_rate"": 0.0161412, ""max_depth"": 7, ""min_child_weight"": 195.774, ""n_estimators"": 347, ""reg_alpha"": 0.285233, ""reg_lambda"": 0.0154913, ""subsample"": 0.61362}",a0fa0307b6b29da1,256351,8215.438550146824,0.3535010191664152,0.4656793800534159,0.6280545622432312,0.24436934204640878,0.22853804861472096,0.521875,0.41013013226911427,0.001794541156243284,0.525,0.3986793867126107,0.004513217279174726,0.0013002364066193853,157,0.00023640661938534278,22
xgb_random_search_3y__label_3y_beat_spy__fs1__r44,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.479965, ""gamma"": 2.83374, ""learning_rate"": 0.0803383, ""max_depth"": 5, ""min_child_weight"": 15.8028, ""n_estimators"": 634, ""reg_alpha"": 0.00842801, ""reg_lambda"": 0.15618, ""subsample"": 0.830175}",7b149ff0eff9980b,256351,8215.438550146824,0.3535010191664152,0.46543893251174406,0.6283525302284121,0.29009126302005334,0.22853804861472096,0.525,0.2569444766268134,0.0018052869116698903,0.49875,0.24159497360698878,0.00428755641521599,0.0011068128089404684,132,0.00023640661938534278,22
xgb_random_search_3y__label_3y_beat_spy__fs1__r46,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.670665, ""gamma"": 0.0381236, ""learning_rate"": 0.112804, ""max_depth"": 3, ""min_child_weight"": 96.0648, ""n_estimators"": 151, ""reg_alpha"": 0.121837, ""reg_lambda"": 1.54026, ""subsample"": 0.660616}",bb2f48cee71b6876,256351,8215.438550146824,0.3535010191664152,0.4576590532773315,0.6252150693648711,0.2308115404968117,0.22853804861472096,0.4875,0.7764995753765106,0.0016763378465506126,0.4775,0.7606578359007835,0.004104878572963679,0.002869116698903933,349,0.0002256608639587363,22
xgb_random_search_3y__label_3y_beat_spy__fs0__r44,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.479965, ""gamma"": 2.83374, ""learning_rate"": 0.0803383, ""max_depth"": 5, ""min_child_weight"": 15.8028, ""n_estimators"": 634, ""reg_alpha"": 0.00842801, ""reg_lambda"": 0.15618, ""subsample"": 0.830175}",a70bb4bec39390f9,256351,8215.438550146824,0.3535010191664152,0.4670427912435517,0.6299174040734087,0.2899690608744511,0.22853804861472096,0.546875,0.25797209846787156,0.0018805071996561358,0.50375,0.24264806620776652,0.004330539436922415,0.004556200300881152,558,0.0002256608639587363,21
xgb_random_search_3y__label_3y_beat_spy__fs1__r70,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.467998, ""gamma"": 0.000949267, ""learning_rate"": 0.0544283, ""max_depth"": 9, ""min_child_weight"": 14.7892, ""n_estimators"": 1421, ""reg_alpha"": 7.71129, ""reg_lambda"": 1.10157, ""subsample"": 0.903547}",ff4781a6d848067d,256351,8215.438550146824,0.3535010191664152,0.45607600152981076,0.6261040592557509,0.2437904564074358,0.22853804861472096,0.503125,0.5919690524227917,0.001730066623683645,0.51625,0.5589390252903104,0.004437996991188481,0.0030732860520094564,374,0.0002256608639587363,22
xgb_random_search_3y__label_3y_beat_spy__fs1__r29,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.668815, ""gamma"": 0.000386299, ""learning_rate"": 0.149337, ""max_depth"": 9, ""min_child_weight"": 91.9866, ""n_estimators"": 1374, ""reg_alpha"": 0.0933027, ""reg_lambda"": 2.19536, ""subsample"": 0.749312}",5dee09027883a5df,256351,8215.438550146824,0.3535010191664152,0.4372545817188682,0.611677724870006,0.24536387578585298,0.22853804861472096,0.5,0.7103752459399402,0.0017193208682570384,0.48625,0.6737000788375735,0.004180098860949924,0.0018267784225231033,223,0.0002256608639587363,22
xgb_random_search_3y__label_3y_beat_spy__fs1__r75,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.564287, ""gamma"": 0.302135, ""learning_rate"": 0.0250108, ""max_depth"": 4, ""min_child_weight"": 153.006, ""n_estimators"": 269, ""reg_alpha"": 0.447726, ""reg_lambda"": 2.87966, ""subsample"": 0.685458}",c995a531cbd18596,256351,8215.438550146824,0.3535010191664152,0.46684573484132774,0.6269863137427159,0.28998535313360707,0.22853804861472096,0.509375,0.21097517823800443,0.0017515581345368578,0.51625,0.20496805926784872,0.004437996991188481,0.0010315925209542231,122,0.0002149151085321298,20
xgb_random_search_3y__label_3y_beat_spy__fs1__r64,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.974315, ""gamma"": 1.23226, ""learning_rate"": 0.167655, ""max_depth"": 8, ""min_child_weight"": 22.6341, ""n_estimators"": 730, ""reg_alpha"": 0.0864657, ""reg_lambda"": 0.0191934, ""subsample"": 0.624762}",496bf498d116be7a,256351,8215.438550146824,0.3535010191664152,0.4612753793761829,0.6275809847688759,0.2906328242822208,0.22853804861472096,0.525,0.293627491639927,0.0018052869116698903,0.48125,0.2713187477551401,0.004137115839243499,0.001182033096926714,142,0.0002149151085321298,20
xgb_random_search_3y__label_3y_beat_spy__fs0__r39,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.663077, ""gamma"": 0.0368749, ""learning_rate"": 0.0977403, ""max_depth"": 7, ""min_child_weight"": 0.763281, ""n_estimators"": 628, ""reg_alpha"": 0.000175244, ""reg_lambda"": 0.0732118, ""subsample"": 0.88891}",fe8c316ba76c6346,256351,8215.438550146824,0.3535010191664152,0.44477153015262194,0.616108815360511,0.27379749748544024,0.22853804861472096,0.425,0.6872210687026381,0.0014614227380184827,0.4375,0.627301801070571,0.0037610143993122716,0.001708575112830432,208,0.0002149151085321298,21
xgb_random_search_3y__label_3y_beat_spy__fs1__r42,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.53438, ""gamma"": 3.52656, ""learning_rate"": 0.0231899, ""max_depth"": 3, ""min_child_weight"": 2.53433, ""n_estimators"": 629, ""reg_alpha"": 2.59727, ""reg_lambda"": 0.106828, ""subsample"": 0.750532}",8aabbc2de843a701,256351,8215.438550146824,0.3535010191664152,0.4665696405145492,0.6295754396585399,0.2442866604960893,0.22853804861472096,0.525,0.43375241393223407,0.0018052869116698903,0.525,0.4174352387711406,0.004513217279174726,0.002783150655491081,341,0.0002149151085321298,20
xgb_random_search_3y__label_3y_beat_spy__fs1__r19,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.492948, ""gamma"": 0.991567, ""learning_rate"": 0.104656, ""max_depth"": 3, ""min_child_weight"": 22.7193, ""n_estimators"": 1150, ""reg_alpha"": 0.599262, ""reg_lambda"": 0.109373, ""subsample"": 0.857947}",a5ee9ce3d03c68a3,256351,8215.438550146824,0.3535010191664152,0.46002128150920163,0.6270573632783949,0.24571314250382298,0.22853804861472096,0.459375,0.48423751620575783,0.001579626047711154,0.45875,0.46434068970382214,0.003943692241564582,0.0015688802922845476,191,0.0002149151085321298,20
xgb_random_search_3y__label_3y_beat_spy__fs0__r46,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.670665, ""gamma"": 0.0381236, ""learning_rate"": 0.112804, ""max_depth"": 3, ""min_child_weight"": 96.0648, ""n_estimators"": 151, ""reg_alpha"": 0.121837, ""reg_lambda"": 1.54026, ""subsample"": 0.660616}",9e4b534731b01264,256351,8215.438550146824,0.3535010191664152,0.4602204246833252,0.6268967510229513,0.23010767850914793,0.22853804861472096,0.45625,0.7749968132004141,0.0015688802922845476,0.46875,0.7599093905836344,0.004029658284977434,0.0018912529550827422,232,0.0002149151085321298,21
xgb_random_search_3y__label_3y_beat_spy__fs0__r62,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.50834, ""gamma"": 0.514301, ""learning_rate"": 0.193784, ""max_depth"": 4, ""min_child_weight"": 156.704, ""n_estimators"": 767, ""reg_alpha"": 3.72745, ""reg_lambda"": 27.0478, ""subsample"": 0.82111}",31e5f9f52b660940,256351,8215.438550146824,0.3535010191664152,0.454351244569724,0.6234586384554259,0.23194992700452607,0.22853804861472096,0.490625,0.8095866907387972,0.001687083601977219,0.49375,0.7928613158315421,0.004244573393509564,0.0014506769825918763,173,0.0002041693531055233,19
xgb_random_search_3y__label_3y_beat_spy__fs0__r11,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.25, ""colsample_bytree"": 0.486173, ""gamma"": 0.0164306, ""learning_rate"": 0.105434, ""max_depth"": 7, ""min_child_weight"": 106.421, ""n_estimators"": 781, ""reg_alpha"": 0.000150328, ""reg_lambda"": 0.177713, ""subsample"": 0.665223}",df8732ac31d72513,256351,8215.438550146824,0.3535010191664152,0.44784738910554844,0.6199726570702033,0.24521076322306493,0.22853804861472096,0.478125,0.6029601521790028,0.0016441005802707931,0.485,0.572348071448505,0.004169353105523318,0.0003438641736514077,39,0.0002041693531055233,19
xgb_random_search_3y__label_3y_beat_spy__fs1__r58,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.886125, ""gamma"": 0.000502762, ""learning_rate"": 0.14626, ""max_depth"": 6, ""min_child_weight"": 6.83295, ""n_estimators"": 1074, ""reg_alpha"": 0.00401923, ""reg_lambda"": 1.48196, ""subsample"": 0.938637}",b08a9fe9259d5d53,256351,8215.438550146824,0.3535010191664152,0.436246172024062,0.6059330875252181,0.24644107545122312,0.22853804861472096,0.421875,0.9299772376194596,0.0014506769825918763,0.4425,0.9123887898027897,0.0038039974210186977,0.001977218998495594,243,0.00019342359767891682,19
xgb_random_search_3y__label_3y_beat_spy__fs1__r39,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.663077, ""gamma"": 0.0368749, ""learning_rate"": 0.0977403, ""max_depth"": 7, ""min_child_weight"": 0.763281, ""n_estimators"": 628, ""reg_alpha"": 0.000175244, ""reg_lambda"": 0.0732118, ""subsample"": 0.88891}",b76e61e75c91a964,256351,8215.438550146824,0.3535010191664152,0.44618534690001926,0.618109385908046,0.27402060812076795,0.22853804861472096,0.39375,0.6781885511241853,0.0013539651837524177,0.43125,0.6153681949898601,0.0037072856221792394,0.001182033096926714,145,0.00018267784225231033,18
xgb_random_search_3y__label_3y_beat_spy__fs1__r52,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.411086, ""gamma"": 4.63922, ""learning_rate"": 0.029497, ""max_depth"": 4, ""min_child_weight"": 21.2785, ""n_estimators"": 342, ""reg_alpha"": 0.519106, ""reg_lambda"": 6.35363, ""subsample"": 0.753196}",9f6f5877c4761dff,256351,8215.438550146824,0.3535010191664152,0.4679080950542682,0.6320951655703617,0.2283981909113006,0.22853804861472096,0.525,0.744569887034595,0.0018052869116698903,0.51125,0.7284540934860706,0.004395013969482054,0.0033204384268214057,406,0.00017193208682570385,16
xgb_random_search_3y__label_3y_beat_spy__fs0__r59,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.771957, ""gamma"": 7.13238, ""learning_rate"": 0.0130163, ""max_depth"": 7, ""min_child_weight"": 0.92123, ""n_estimators"": 445, ""reg_alpha"": 5.93541, ""reg_lambda"": 2.43762, ""subsample"": 0.723858}",6df0c5fbde9ff57b,256351,8215.438550146824,0.3535010191664152,0.4678034727688991,0.627331314412253,0.28905573765454257,0.22853804861472096,0.5375,0.1866004170384258,0.0018482699333763164,0.5075,0.18351179386489094,0.004362776703202235,0.0058241994412207175,715,0.00013969482054588438,13
xgb_random_search_3y__label_3y_beat_spy__fs0__r58,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.886125, ""gamma"": 0.000502762, ""learning_rate"": 0.14626, ""max_depth"": 6, ""min_child_weight"": 6.83295, ""n_estimators"": 1074, ""reg_alpha"": 0.00401923, ""reg_lambda"": 1.48196, ""subsample"": 0.938637}",206a3127fc825965,256351,8215.438550146824,0.3535010191664152,0.4345156898349385,0.6048480518666846,0.24769705377637147,0.22853804861472096,0.440625,0.9328244719654322,0.0015151515151515152,0.4525,0.9152814262360335,0.0038899634644315494,0.0009026434558349452,109,0.00013969482054588438,14
xgb_random_search_3y__label_3y_beat_spy__fs1__r49,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.5, ""colsample_bytree"": 0.921005, ""gamma"": 0.0941638, ""learning_rate"": 0.188662, ""max_depth"": 5, ""min_child_weight"": 1.33629, ""n_estimators"": 1280, ""reg_alpha"": 0.728364, ""reg_lambda"": 0.944164, ""subsample"": 0.883543}",4c04559fd8d41640,256351,8215.438550146824,0.3535010191664152,0.43756692710900424,0.6093422803898025,0.2323076257454184,0.22853804861472096,0.453125,0.8710398349910975,0.0015581345368579412,0.445,0.8430952978879214,0.0038254889318719105,0.0008059316569954867,96,0.0001289490651192779,12
xgb_random_search_3y__label_3y_beat_spy__fs1__r59,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.771957, ""gamma"": 7.13238, ""learning_rate"": 0.0130163, ""max_depth"": 7, ""min_child_weight"": 0.92123, ""n_estimators"": 445, ""reg_alpha"": 5.93541, ""reg_lambda"": 2.43762, ""subsample"": 0.723858}",0e4b9cfca20b8d49,256351,8215.438550146824,0.3535010191664152,0.4672413071294759,0.6265326385982066,0.2891166703722089,0.22853804861472096,0.5,0.18629519212991,0.0017193208682570384,0.49125,0.18312913312576712,0.004223081882656351,0.0056845046206748335,699,0.0001289490651192779,12
xgb_random_search_3y__label_3y_beat_spy__fs1__r62,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 1.0, ""colsample_bytree"": 0.50834, ""gamma"": 0.514301, ""learning_rate"": 0.193784, ""max_depth"": 4, ""min_child_weight"": 156.704, ""n_estimators"": 767, ""reg_alpha"": 3.72745, ""reg_lambda"": 27.0478, ""subsample"": 0.82111}",db9b7f0e2ef81953,256351,8215.438550146824,0.3535010191664152,0.4557158025788502,0.624280581048802,0.2317834793914633,0.22853804861472096,0.496875,0.8062910351902246,0.001708575112830432,0.51625,0.7907709743082524,0.004437996991188481,0.001096067053513862,131,0.0001289490651192779,12
xgb_random_search_3y__label_3y_beat_spy__fs1__r24,completed,label_3y_beat_spy,,3,1,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.675877, ""gamma"": 7.45178, ""learning_rate"": 0.011417, ""max_depth"": 3, ""min_child_weight"": 189.421, ""n_estimators"": 427, ""reg_alpha"": 0.000398751, ""reg_lambda"": 0.285307, ""subsample"": 0.682944}",5499222805a0f07c,256351,8215.438550146824,0.3535010191664152,0.47335310301011824,0.6282213667803652,0.2896230122071814,0.22853804861472096,0.503125,0.1734034580178559,0.001730066623683645,0.4775,0.17138671209104359,0.004104878572963679,0.00019342359767891682,22,6.447453255963895e-05,6
xgb_random_search_3y__label_3y_beat_spy__fs0__r24,completed,label_3y_beat_spy,,3,0,7,{},"{""class_weight"": 0.1, ""colsample_bytree"": 0.675877, ""gamma"": 7.45178, ""learning_rate"": 0.011417, ""max_depth"": 3, ""min_child_weight"": 189.421, ""n_estimators"": 427, ""reg_alpha"": 0.000398751, ""reg_lambda"": 0.285307, ""subsample"": 0.682944}",08c45d04752161f2,256351,8215.438550146824,0.3535010191664152,0.47398706959562614,0.6289984256541873,0.2895738532401872,0.22853804861472096,0.46875,0.1744168261764571,0.0016118633139909735,0.46125,0.17233408076688647,0.003965183752417795,0.00016118633139909736,19,3.223726627981947e-05,3
