feature,mean_importance,fold_2005,fold_2006,fold_2007,fold_2008,fold_2009,fold_2010,fold_2011,fold_2012,fold_2013,fold_2014,fold_2015,fold_2016,fold_2017,fold_2018,fold_2019,fold_2020
epsdil_growth_1y_rank,0.001580806737920548,0.0031214547195654026,0.002823999563277345,0.0006151986332569471,0.0004970514753636925,0.00047267403565003004,0.001383047668405908,0.002779152401205662,0.002418970531932455,0.0037759295714052906,0.0031175033049784793,0.0012427619176227126,0.0004965090407271887,0.0005050098604313446,0.0007717428831801245,0.0005567491170723908,0.00071515308265379
revenue_trend_8q_rank,0.0015794097858684666,0.0021830555327056957,0.0016494606906071207,0.001032578573938956,0.0008888851040418108,0.001365580698665599,0.0011459471314858617,0.0015296183970774178,0.0015737488669653893,0.000967479970214083,0.0019022410616327406,0.0021615945316547213,0.0016867175723404122,0.001543627204883687,0.002131370692723689,0.0020889651485822974,0.0014196853963759806
roa_delta_1y_rank,0.001559922787399942,0.0009485006204216299,0.0011485229762108284,0.001179427306306921,0.0013767985904861986,0.0016436025562512973,0.0023550866874206206,0.003207526336460054,0.0043613874105562535,0.0025875120445832084,0.0017702776877217964,0.0016740105694788496,0.000873716659360596,0.0005617279626920411,0.00036135586308764286,0.00045873119346078806,0.0004505801339003418
sgai_rank,0.001500078613859426,0.0009817549303907803,0.0010837849389029634,0.0009753281865947207,0.0015186821280749627,0.00231156380889256,0.0024424800979311093,0.002306390258005007,0.002178854023458259,0.0016864034175101494,0.0011118908221594082,0.0011684164241403442,0.0009788012555585856,0.0010711358690266958,0.0012565802014830167,0.0012256048522032155,0.0017035866074190387
ffo_to_liabilities_rank,0.0014823619676547191,0.002594901294131373,0.001433264855555847,0.0009847848003719812,0.0014431871109881395,0.0012190949320131754,0.0015389005732275986,0.00057628566744178,0.0012239185273542784,0.0009925377898989658,0.001262360995975077,0.0017466865697952898,0.002665553791732031,0.001737776475948681,0.0019370015139563439,0.0015244599821933348,0.0008370766018916081
revenue_trend_4q_rank,0.0014396861443941834,0.001975351624914478,0.00204529943367267,0.0017836756704770502,0.0011591641572052838,0.0009542753867080814,0.0015215861282374746,0.0011488571650499619,0.0010558278485389729,0.0011754549342938643,0.0015779283222757319,0.001792559240805858,0.0017095629048181121,0.0013966457340779637,0.001311990781294738,0.0011426857535575866,0.0012841132243791155
sales_yield_vs_5y_median_rank,0.0014361606069895284,0.0,0.0007311651571882962,0.0007386444614909194,0.0010336438185793804,0.0008066053645252781,0.0009722705270671532,0.0012268724238786968,0.0014694211363264777,0.0009666951008765124,0.000986566982453013,0.0021125842166461804,0.0018182989527201852,0.0028125324825106456,0.0024852739898544715,0.002843188607226812,0.001974806490488435
asset_growth_1y_rank,0.001399043014296417,0.001700765274319408,0.0014970971250766387,0.0008690425571752677,0.0008390891387000139,0.001081455013936323,0.0011693219448788445,0.002624546894180344,0.002788330054909632,0.0030868556258241233,0.002288708896226598,0.00128620209626449,0.0009938262177800494,0.0010751350019879416,0.0004477647569379704,0.0002758533542160277,0.0003606942763289972
liabilities_to_assets_rank,0.0013869727475445022,0.002956190546997492,0.0030139955740306193,0.0016780572134839809,0.0016325853809256768,0.002357977636723718,0.0013457547580607051,0.001513199281316052,0.0012586386347475938,0.0008131254657139366,0.0009435926567092108,0.0005779966433064054,0.0009454102890576569,0.0010148460621125673,0.0009151858823390075,0.000734636820698956,0.0004903711144884531
ocf_consistency_20q_rank,0.0013821411988638624,0.0003586243688305678,0.00034322011506510174,0.0007886814535042387,0.0017346390417960432,0.001220783647068709,0.0014592656782023768,0.001364739482200182,0.0025938362960857037,0.0018176370456823292,0.0020032974370031075,0.0024195688557291433,0.0013696934572520905,0.0015553351684131516,0.0013279486022634778,0.0007365606647019454,0.0010204278680236265
aqi_rank,0.00137343179568778,0.0018323093902022306,0.0023663730406162245,0.0017208673335256633,0.0018415955631113769,0.0011107150221532018,0.0014703247669189054,0.0012335223745622997,0.0010492089242959638,0.0013510688956812305,0.0014603663259014296,0.001308591255020123,0.0007562959015547372,0.0009079881379551261,0.0013646920798606927,0.0012586915900904343,0.0009422981295548401
roa_rank,0.0012944722964968183,0.0009413773800994589,0.0010885888123403022,0.0017576165197725304,0.002362209742100684,0.0013256057332655259,0.0011251364000310876,0.0018469187267382552,0.001812199658379547,0.0015287639573960338,0.0010490218028664782,0.0010515815072321415,0.001533244964977143,0.001367075472416783,0.0004948591411899262,0.0008212499700003289,0.0006061069551428647
ebit_to_assets_rank,0.0012912082180282082,0.0017967379713959078,0.0012517006892986686,0.001894949098851995,0.0017885758173677585,0.0019902279057325595,0.0016251710973398897,0.0018999169442312544,0.001566264302688039,0.0018721191738815667,0.000308382915070212,0.0003555995772837781,0.00026743394567567137,0.0007979806677896731,0.0008611191344071322,0.00136733465260025,0.001015817594836972
fcf_margin_rank,0.001259966425210318,0.002932521263301928,0.0011315748741557647,0.0012429082204860912,0.0014109319499812307,0.0012770133521818863,0.000966121622091864,0.0007140585170332498,0.0015341414490959082,0.0018688543185282004,0.0013395951589169766,0.0007384109891671503,0.0008641251785131377,0.0008290554064523284,0.0009084489074638484,0.001099963615801,0.0013017379801945248
ocf_trend_20q_rank,0.0012503594099654697,0.0011761692010728846,0.0010131115721391695,0.001385578172132217,0.0009052625641958281,0.0009356026062086232,0.0006861445890267186,0.001916876288720845,0.001419549272968682,0.0014520630322153692,0.0015130821102569997,0.0008331587447817464,0.001787287773197073,0.0017106946549327003,0.001329860195394598,0.0008789259117543499,0.001062383870449712
accruals_to_assets_rank,0.0012219896318681294,0.0025347893859434065,0.0016914680463163488,0.0021108996407515823,0.0012607157916207305,0.0015604077353764268,0.0011639052194255112,0.0013312056185955158,0.0011539395231309742,0.0008222619677187962,0.0008982494363392135,0.0004565529716807385,0.0008521429624704279,0.0009731323473518913,0.0007905007323004995,0.0009725833416102298,0.0009790793892577765
tangible_book_to_market_vs_5y_median_rank,0.0010843082224206671,0.00040832576719649765,0.000378299405449886,0.000992671961576324,0.0008805944323915507,0.0009195018824964909,0.001056696065298907,0.0016801878843142445,0.001823203322450319,0.0017299624787011929,0.001278063913070645,0.0008595580771544809,0.0009880184837915602,0.0008406262180341353,0.0011036029434611289,0.0008638481748538212,0.0015457705484894899
equity_to_liabilities_rank,0.0010307791120867072,0.003179197695076861,0.0029831414073105814,0.0010955704779315486,0.001741118367921884,0.0008682803833326078,0.0007540778144553399,0.0007472274600906091,0.0004522080307833894,0.0009619425100467025,0.0005290799794072723,0.0004561502141093397,0.0004900103505113716,0.00027409573589054373,0.0006948753964516237,0.0004679317879044596,0.0007975581821631793
revenue_growth_1y_rank,0.0010086820384384609,0.001308626443849287,0.000850146211335097,0.0013261489060648417,0.0013957913819485756,0.000642523408655882,0.0009220660576136979,0.0006255501841640269,0.0003296092437169274,0.000615356906648365,0.0005724288082041423,0.0012294581246372611,0.0015648436515958667,0.0014278335871767787,0.0013728750083683225,0.0011210434855683054,0.0008346112054679951
tangibles_consistency_4q_rank,0.0010011501435644554,0.0028919349075861296,0.002547475113949882,0.001764317916829531,0.0011424916243713014,0.000736408066320215,0.0005855543883423376,0.000565271672047096,0.0008895477465056584,0.0009981126066276641,0.0005852512059305265,0.0005174280348886062,0.0006571238434281308,0.0007789608414310764,0.0006447200222274,0.0001482825218932666,0.000565521784652464
depi_rank,0.0008943016708855475,0.0017581812093206823,0.0010318215315586814,0.0017575657502302989,0.0012515325041554724,0.0011998511157397468,0.0005587295596953784,0.00047735577375034884,0.0005015349341818687,0.0004501359511390217,0.0008162654147501958,0.0007476548313938485,0.0006724940413819629,0.000757123141309844,0.0008327146668292982,0.0008421221856584621,0.0006537441230736505
revenue_consistency_4q_rank,0.0008804234283468207,0.0034418613066661934,0.0017972394077844245,0.0010617849936567368,0.00048282335251337576,0.00030661837302389886,0.00044241078958740746,0.0004524209188448485,0.0006122034911887889,0.00047074958006426205,0.0006757374582564932,0.0006938665625451765,0.0008041090743516936,0.0007635949615474319,0.0004809461060433605,0.0007720615688272292,0.000828346908647808
book_to_market_vs_5y_median_rank,0.000839315589526583,0.00014758081083812163,0.00045041326062139186,0.000993564123405337,0.000927212283733347,0.0017158654152373378,0.0011139236806592344,0.001694175350218198,0.0010431513035066003,0.00046769306508672625,0.0007101256008476571,0.0012887962480623576,0.0005821014523253868,0.0005730645198623971,0.0006417814353931054,0.00047778296744359214,0.0006018179151845395
lvgi_rank,0.000780838146007891,0.0014499346300283474,0.001175918244668298,0.0008943371828655925,0.0001086318105069608,0.0005980547218559483,0.0009183793528706166,0.0011036542776576412,0.0011734527815720809,0.0013208390169808996,0.0008236200778618901,0.0006138093042688139,0.00012071518318579983,0.0005055846010526345,0.00034969589915310296,0.0004563619827574207,0.0008804212688402077
ocf_consistency_12q_rank,0.0007046341231670457,0.001731472017804486,0.0014845852143646132,0.0009643566154265737,0.0008827442246748767,0.0007867940867488775,0.000722094195081304,0.0006235001180158159,0.0008400134198022498,0.0006319019630242772,0.0005371468958482384,0.00031633904404135174,0.0004078816126619413,0.00024852743290699575,9.624180600741047e-05,0.00036994334574399275,0.0006306039785197297
dsri_rank,0.0006933506853332064,0.0012936602081363338,0.0014163404460448554,0.0009816792754073524,0.0009876103217717268,0.0007255612555124026,0.0005752252376424867,0.00029530653632053866,0.00048475068437773503,0.00029079734510910007,0.000516674479426737,0.0005928863191987337,0.0005177139538136388,0.0005956800577087611,0.0003175117273558687,0.0006324270871648413,0.0008697860303401916
gmi_rank,0.0006238542466690878,0.0010494686076811639,0.0009568833119617647,0.0010114980620896247,0.0008273509547732542,0.001096359932577147,0.0004170803349906604,0.0004950168289261556,0.0005312927435284377,0.00047661848520908043,0.0005223213143488941,0.00042922591726546057,0.0005157705180680707,0.0003512544876914482,0.00044456324131249476,0.00036738437003875317,0.0004895788362429957
asset_turnover_delta_1y_rank,0.0005893448714384005,0.0007133062179288175,0.0008818271747557191,0.0008781537199568632,0.00042486587939680474,0.0005671867429771265,0.0012153593040210723,0.0009337725095665344,0.0002682180060337527,0.00033890196038294153,0.000568778212293411,0.0005433558790621203,0.0004704160399433309,0.0006602592272695116,0.00033818097291030906,0.00036817373221463117,0.000258762364301464
beneish_m_rank,0.0005880937020077819,0.0013346763860313607,0.0009011327641241462,0.0009887985327410743,0.0006251280405404709,0.0005985096459670127,0.00046392315837118827,0.0006239023504777969,0.000638208488580143,0.00037133728404948577,0.0004120717454338456,0.0005483111739025068,0.0005161831331516797,0.00037002732373116355,0.00022698633595338253,0.0004309817591877389,0.0003593211098815132
conservative_score_rank,0.0005109173077604901,0.0006795684724520993,0.0012849705240588695,0.0006642840767884746,0.00028246199225875435,0.00043341134187289493,0.0003494803049925548,0.0004921947646161004,0.0007426865666361995,0.0004468116941191154,0.00043721909804388565,0.00019743798280401323,0.00021483493962488827,0.0006052677007953539,0.0008326107604107126,0.0004036990049754453,0.00010773769971848074
gross_margin_delta_1y_rank,0.0005053485992565618,0.0011450536415917823,0.0007718380866909625,0.0006117497471227746,0.00038930988380034076,0.0004483928086941958,0.0004607919159523925,0.0003543870700134061,0.0002733520158955185,0.00015514548746826,0.0005976614996118294,0.00024886777979923175,0.0003411852389329933,0.0004987407563304783,0.0003902493531262053,0.0006848605101011937,0.0007139917929734232
ocf_consistency_8q_rank,0.0005005901443244534,0.0009153118854149527,0.0005614266370545521,0.000452144757174976,0.00030853920177162223,0.0004455503037911094,0.00042797665579129274,0.0005714127121126727,0.00032772509902820844,0.001228468676542508,0.0005149872220610369,0.00030186776792363987,0.0003509590302494895,0.00042598786908920854,0.0005341961342211626,0.00044915660483170765,0.0001937317521331157
ocf_consistency_4q_rank,0.0003813131055967806,0.0012038589493307452,0.0006556318192552412,0.0005946453439279387,0.0005380095176255297,0.0003549477237892023,0.0006237268037894589,0.00017720530290706458,0.00036154945639704057,0.00032373966910063284,0.00017555845980713497,0.00021871215195835514,0.00022413252189310972,0.0001833360239547219,0.00013874529059464,0.00030371519686670775,2.3495458350965954e-05
sgi_rank,0.0001671242758360131,0.0003147444972479731,4.568892429699199e-05,0.0001889061180301647,0.0001601722432403877,0.0002082600591775851,7.933330193307036e-05,0.00021873896821754485,0.00010060518877180047,7.65918566692893e-05,5.465608614825296e-05,0.0001592212575149589,0.00016164799866888417,5.8826974767759134e-05,0.00014455092890263031,0.00030504878194074076,0.0003969952278481753
