feature,mean_importance,fold_2005,fold_2006,fold_2007,fold_2008,fold_2009,fold_2010,fold_2011,fold_2012,fold_2013,fold_2014,fold_2015,fold_2016,fold_2017,fold_2018,fold_2019,fold_2020
magic_formula_score_rank,0.0023131219566833046,0.006039823780351266,0.0042915387626464045,0.0035494920702057384,0.0021143575349595886,0.0016979217215519118,0.0024032882805161662,0.001620699116645848,0.0021207006648188073,0.0018328917356316232,0.0010750347461845674,0.0008132174902226458,0.0009634555924196298,0.0019141308195111415,0.0020858534638372637,0.002556857323660453,0.0019306882037698155
earnings_yield_vs_5y_median_rank,0.002248656912232502,0.0011143435767516998,0.0017990007352642109,0.0014975114357274246,0.0017217672829085086,0.002643549613711257,0.002681446662020725,0.0031269153112401227,0.0022082527311478913,0.0027468088479356387,0.003456920253266079,0.0034092433109368164,0.0027871749962013206,0.0021020574190506154,0.0017976215083519616,0.0014334639038990561,0.0014524330073067012
fcf_yield_vs_5y_median_rank,0.002216597759406158,0.0014734286508142364,0.00043891789099857715,0.0007958519092964705,0.0011043289246546117,0.0016600263371767212,0.0016127956331807038,0.0026620854845177907,0.00245284447144713,0.0031358135103205054,0.003152362256777979,0.003363576254412949,0.003390005206868889,0.002926409430668476,0.0031178459875831764,0.002179818640472662,0.0019994535613076484
revenue_growth_3y_rank,0.0019906618654713507,0.0008341787845107024,0.0035339098742360334,0.001818560067915801,0.002748868753907617,0.0014952475349865467,0.0017792275867181612,0.0022295197560856803,0.002642911386608265,0.0018775185889425344,0.0007120677115234044,0.0012933418711509148,0.0032476640121676787,0.002696326071791402,0.0019930854669453152,0.00190296569862075,0.0010451966814308063
gross_margin_delta_2y_rank,0.001981148766893564,0.0026760245300563794,0.0016522932225650766,0.0016945521950915336,0.0012806113168705446,0.0021056664016259287,0.0015259201085154595,0.0022738339087467496,0.0012378325621192384,0.0011913275919968392,0.0015718133689792825,0.002076510449868766,0.0026054373576080044,0.0023725256667588425,0.0024366378772955554,0.002336076720213287,0.00266131699198554
net_payout_yield_rank,0.0019683441497281256,0.0037004207123457152,0.0013704499189059443,0.001840567940106595,0.000985653541525978,0.000583862658856878,0.0009500657447966866,0.0009699778021893695,0.0016298088811024854,0.0012377545323688152,0.0013125831595222806,0.0014226478728471474,0.0026014767571703712,0.002773366781813197,0.002955794444362256,0.003642390228916027,0.0035166854188202635
net_margin_rank,0.001949009065208502,0.0028716781536572197,0.002922695310905187,0.002990331287100338,0.0016181372202480249,0.0018174868014844247,0.0016703383637783286,0.0018164582316689542,0.0016576865636405062,0.0012294204156681437,0.0014653587499842075,0.00312089739513526,0.001083336199851202,0.0008614333074846056,0.0014124135798995899,0.0022559730449768635,0.002390500417853177
fcf_yield_rank,0.0019257175914148075,0.0029868470341801122,0.0035597166307009933,0.0014342075567420952,0.001512893033146256,0.0012275159069003773,0.001764378535864762,0.001834946023281428,0.001611575584647198,0.002497793251599276,0.0022359973079656677,0.001956863237457851,0.0010293424788451917,0.0019246727574808759,0.0018044724283917363,0.0022303253480451023,0.001199934347387996
ocf_trend_8q_rank,0.0018729823121306545,0.0015365563652001825,0.0013781585469715757,0.001023285594003311,0.0017309863124115002,0.0009955243360618277,0.0007532106559108207,0.0004192914385336083,0.0004927249323820183,0.00103130250704288,0.0014061507622186932,0.0017780895729422614,0.0017997200105122136,0.0038110868111964546,0.006464730086883589,0.0028256541256449492,0.002521244936174585
roe_rank,0.0018069207830401367,0.0026534808963769568,0.0022983227338767087,0.0026332239052366336,0.0014635856655841326,0.0017768431421251174,0.0015882858023244773,0.0027934584638355845,0.001691336477884515,0.002384521351610935,0.0020116161946264603,0.0022268462360813014,0.0017201835631370573,0.001216344368053469,0.0006341670837099041,0.0009386829763633573,0.0008798336678155731
tangibles_consistency_8q_rank,0.0017144211811378127,0.0015103992280688762,0.0008966442268762162,0.0008411600468684638,0.0003637025695004107,0.0008702041981962363,0.0014381679859710225,0.0026215035409217938,0.004617294060794896,0.00356767484292848,0.0034656684937062637,0.0016197528785198798,0.0013773155913961194,0.001163028784060339,0.0010650834281872503,0.001132379057551485,0.00088075996465727
zmijewski_rank,0.0016825268201894686,0.0025022772878417416,0.001960349457554302,0.0014816488706389012,0.0014378626470612991,0.0010707280635095934,0.0013422475507514546,0.002410957012587714,0.005070479047918271,0.0016388434276206907,0.0012191798695946065,0.0004931540008517688,0.0012519969860866154,0.0013295967042187386,0.00145434821420551,0.0009808034961883315,0.0012759564864019634
ocf_yield_vs_5y_median_rank,0.001667401878372297,0.0008181809470308995,0.0012818877220935933,0.0016294208338884161,0.0021298557034253444,0.0012288828048345197,0.0011393245012053669,0.0004846283747191473,0.0010204051136274539,0.001086969428931658,0.0013363241649890173,0.00222944178325468,0.0020356889223242004,0.0021475040035541194,0.0027361081933695835,0.0028739580005225696,0.002499849556186179
revenue_consistency_8q_rank,0.0016465784062847724,0.002099379244908399,0.0006374992087638133,0.0008714264327832382,0.00048258422296651877,0.0009740137057443233,0.00167977279984903,0.0020796837756078116,0.0016173692116133176,0.0015906758089199286,0.0037549640907449085,0.0013370917196329185,0.001616146093871319,0.0023787803723209397,0.002106835491291306,0.0012986798428118711,0.001820352478726714
ohlson_o_rank,0.0016262792599108405,0.0026061046922470172,0.0024962242278927767,0.0016871371634804566,0.0010959293173294093,0.0021114942343711625,0.0013690763602348264,0.0013976685458788319,0.0013662724056551904,0.002091036413180615,0.0019497438554438383,0.0020512762312602617,0.0015007798764831238,0.0013290542045168332,0.0012901806832273121,0.0008225441054719374,0.0008559458418998562
