feature,mean_importance,fold_2005,fold_2006,fold_2007,fold_2008,fold_2009,fold_2010,fold_2011,fold_2012,fold_2013,fold_2014,fold_2015,fold_2016,fold_2017,fold_2018,fold_2019,fold_2020
equity_to_liabilities_rank,0.00014336381673545707,0.0004570478322441257,0.0,0.0012557224025739556,0.0,0.0,0.0,0.0,0.00032576203345444907,0.0001308773521953577,0.0,0.0,0.00012441144729942487,0.0,0.0,0.0,0.0
altman_z_rank,0.00014138508730533408,0.0001788193246278756,0.0,0.0,0.0,0.00015960831140858752,0.00021859877773681817,0.0,0.00023544806616687276,0.0,0.0006837448065366908,0.00021278348724170537,0.00010743125933487151,0.00023261895305117945,0.0,0.0,0.00023310841078074405
ocf_trend_8q,0.00013788508828181662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014715144062803014,0.00019298902898237097,0.0004131145870976303,0.0002193094483427949,0.0005143426061917099,0.0003566931934257916,0.00036256110784073825,0.0
roa_delta_1y_rank,0.00012156540297862695,0.0,0.0,0.0,0.0,0.00014414909540780548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002804005493990348,0.0007097782768789628,0.0008107185259722282
ocf_positive_frac_4q,0.00011862287047302388,0.0,0.0,0.0,0.0009618750196938577,0.0,0.0,0.00031824520558793127,0.0,0.000617845702286593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue_trend_8q,0.00011785251010701114,0.0,0.00017289640547343523,0.0,0.0005536264471464489,0.0,0.0,0.0,0.0,0.0,8.124479678011554e-05,0.00021005219464348656,0.00026597038749959993,0.00039731441252827425,0.00020453551764081757,0.0,0.0
ocf_trend_12q,0.00011756142444295604,0.0001617615062802462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001196895786204915,0.0,0.0,0.00029775878399279415,0.00022456671460934115,0.0,0.0
div_streak_10y,0.00010619501844950989,0.0,0.0,0.00023501481104302015,0.0,0.0,0.0004869789466949701,0.0,0.0004357573160805317,0.0,0.0,0.0005413692213736362,0.0,0.0,0.0,0.0,0.0
ocf_trend_4q,0.00010460160958083897,0.0006609499827790359,0.0,0.00021076146175299788,0.0,0.00033636699690487885,0.0,0.0,0.0,0.0,0.00023788574421927306,0.0,0.0,0.00022766156763723782,0.0,0.0,0.0
amihud_12m,9.887987786930141e-05,0.0,0.00018945824601547553,0.0006976408937652502,0.0,0.0,0.0,0.0,0.0,0.00021264912264574353,0.0,0.00011996029908612186,0.0,0.0,0.0,0.00036236948439623143,0.0
capex_to_assets_rank,9.511834611775615e-05,0.00019886677292890793,0.0,0.0,0.0,0.0,0.0,0.0,0.00011727057262590651,0.0,0.0,0.0005387970057540295,0.0003064418754950654,0.0003605173110801891,0.0,0.0,0.0
ocf_consistency_4q,9.417872524027129e-05,0.0007492327362953796,0.00019331653533023884,0.0,0.0,0.0,0.0001118085627354581,0.00037010949520607003,0.0,0.0,8.239227427719391e-05,0.0,0.0,0.0,0.0,0.0,0.0
div_years_paid_10y,8.536137075529478e-05,0.0005332549228001813,0.0004483738472760915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038415316200844375
fundamentals_age_days_rank,7.96941620905494e-05,0.0003311939493169662,0.00017972760725857328,0.0003966442329447042,0.0,0.0,6.981879116364424e-05,0.00022426024998404342,0.0,0.0,0.0,7.346176278085907e-05,0.0,0.0,0.0,0.0,0.0
depi_rank,7.618298814000563e-05,0.0,0.0,8.766823405184674e-05,0.0,0.0,0.0,0.0,0.0,0.00018968512235262612,0.00020443949454751709,0.0,0.0,0.0,0.0,0.0007371349592881003,0.0
cl_to_ca_rank,7.583172688716683e-05,0.000379954206521797,0.0,0.0002804059632867529,0.0,0.0,0.0,0.0,0.0,0.0,0.00011634962656477758,0.0,0.0,0.000324860325059198,0.0,0.0001117375087621439,0.0
wc_to_assets_rank,7.135880955106391e-05,0.0,0.0,0.00020485984005024722,0.0,0.00027557926365675005,0.0,0.0,0.0,0.000128032891863818,0.00046906423397794937,0.0,0.0,0.0,6.420472326825792e-05,0.0,0.0
debt_to_equity_rank,7.09628705990205e-05,0.0,0.0,0.0,0.0,0.00019300690651781704,0.0,0.00039834941956342165,9.293015428461576e-05,9.741613710772946e-05,0.0,0.00010793758597871699,0.0,0.0,0.0,0.0002457657261320272,0.0
revenue_growth_3y_rank,6.9994816149028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002787238259449193,0.0008411932324395287,0.0
aqi_rank,6.969717727254653e-05,0.0,0.0,0.00025276172343888047,0.0,0.0,0.000177617972135006,0.0,0.0,0.0002692457674809267,9.830608558301086e-05,0.00013836635845148763,0.0,0.0,0.0001788569292714329,0.0,0.0
liabilities_to_assets_rank,6.363075312902689e-05,0.00014819443077941833,0.0,0.0,0.0,0.0,0.00011198684526838187,0.0,0.0,0.00013369728576736534,0.00031105910957356656,0.00016712414165578394,0.00014603023701991415,0.0,0.0,0.0,0.0
fund_history_quarters,5.828426904580181e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006746781145274539,0.0,0.00010103194570860885,5.987252041353096e-05,0.0,9.696572408323528e-05,0.0
current_ratio_rank,4.764482071809427e-05,0.0,7.429675863117544e-05,0.0,0.00014738483395145902,0.0,0.0,0.0,0.00010656839005071425,0.0,0.0,0.0001508704889407948,0.0,0.0,0.0,0.0002831966599153648,0.0
tangibles_consistency_12q,4.533330549680957e-05,0.0,0.0,0.0,0.0,0.00027585231507538786,0.00011140694383577906,0.0,0.00024397220390953356,9.410142512825263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue_trend_4q,3.9733147262851524e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.882415769600795e-05,0.0,0.0,0.0,0.0,0.0005769061985096165,0.0,0.0,0.0,0.0
dsri_rank,3.930347037635173e-05,0.0,0.00011923880228490213,0.0002745343049207175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023508241881600814,0.0,0.0,0.0,0.0
noa_to_assets_rank,3.481087104039147e-05,0.0001886256094420687,0.0,0.00025484766745270166,0.0,0.0,0.0,0.0,0.00011350065975149315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lvgi_rank,3.432989921225578e-05,0.0,0.0,0.0,0.0,0.00014479954438518107,0.0,9.797057167396073e-05,0.0,0.0003065082713369507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue_growth_1y_rank,3.352381412263207e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031492262996561464,0.00022145839599649848
revenue_consistency_12q,3.158233040315878e-05,0.0,0.0002727537725417727,0.0,0.0,0.0,0.0,0.0,0.0,0.00013203098582725248,0.0,0.00010053252808151529,0.0,0.0,0.0,0.0,0.0
asset_turnover_delta_1y_rank,3.1444875758235474e-05,0.0001529219956022727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003501960165294949,0.0,0.0,0.0,0.0
gmi_rank,2.707459612832627e-05,0.00010090050615767084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001593771326577954,0.00017291589923775408
sgai_rank,2.6953479822783296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014563283388367726,0.0,0.0,0.0,0.0002856228432808555,0.0,0.0,0.0,0.0
gross_margin_delta_2y_rank,2.2427802436459934e-05,0.0,0.0,0.0,0.00035884483898335895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ocf_consistency_8q,2.0332841543276153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032532546469241845,0.0,0.0
ocf_consistency_12q,1.861170178390905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002977872285425448,0.0,0.0,0.0
tangibles_trend_20q,1.7709904722128356e-05,0.0,0.0,0.0002833584755540537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgi_rank,1.7164152815578314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000274626445049253,0.0,0.0
